	nombre	descriptivo	principal
32683	cuerpo_extraño_en_cornea	1.0	0.0
32684	cuerpo_extraño_en_cornea_del_ojo_derecho	1.0	0.0
32685	cuerpo_extraño_en_cornea_del_ojo_izquierdo	1.0	0.0
32686	cuerpo_extraño_en_oido	1.0	0.0
32687	cuerpo_extraño_en_oido_derecho	1.0	0.0
32688	cuerpo_extraño_en_oido_izquierdo	1.0	0.0
32689	cuerpo_extraño_en_vias_respiratorias	1.0	0.0
32690	cuerpo_extraño_en_faringe	1.0	0.0
32691	otro_cuerpo_extraño_en_faringe	1.0	0.0
32692	cuerpo_extraño_en_laringe	1.0	0.0
32693	otro_cuerpo_extra_o_en_laringe	1.0	0.0
32694	cuerpo_extraño_en_traquea	1.0	0.0
32695	otro_cuerpo_extraño_en_traquea	1.0	0.0
32696	cuerpo_extraño_en_tubo_digestivo	1.0	0.0
32697	cuerpo_extraño_en_boca	1.0	0.0
32698	cuerpo_extraño_en_esofago	1.0	0.0
32699	contenido_gastrico_en_esofago	1.0	0.0
32700	alimento_en_esofago	1.0	0.0
32701	otro_cuerpo_extra_o_en_esofago	1.0	0.0
32702	cuerpo_extraño_en_estomago	1.0	0.0
32703	cuerpo_extraño_en_colon	1.0	0.0
32704	cuerpo_extraño_en_vejiga	1.0	0.0
32705	cuerpo_extraño_en_utero	1.0	0.0
32706	cuerpo_extraño_en_pene	1.0	0.0
32707	quemadura_de_tercer_grado_de_muslo	1.0	0.0
32708	quemadura_de_cornea_y_saco_conjuntival	1.0	0.0
32709	quemadura_de_esofago	1.0	0.0
32710	congelacion_superficial	1.0	0.0
32711	efecto_adverso_de_otros_opiaceos	1.0	0.0
32712	efecto_adverso_de_metadona	1.0	0.0
32713	efecto_adverso_de_barbituricos	1.0	0.0
32714	efecto_adverso_de_benzodiacepinas	1.0	0.0
32715	infradosificacion_de_anticoagulantes	1.0	0.0
32716	efecto_toxico_de_alcohol	1.0	0.0
32717	efecto_toxico_de_etanol	1.0	0.0
32718	efecto_toxico_de_mercurio_y_sus_compuestos	1.0	0.0
32719	efecto_toxico_de_otros_metales	1.0	0.0
32720	efecto_toxico_de_monoxido_de_carbono	1.0	0.0
32721	efecto_toxico_de_otros_gases__humos_y_vapores	1.0	0.0
32722	efecto_toxico_de_otros_gases__humos_y_vapores_especificados	1.0	0.0
32723	efecto_toxico_de_humo	1.0	0.0
32724	efecto_toxico_de_sustancia_no_especificada	1.0	0.0
32725	sindrome_de_irradiacion	1.0	0.0
32726	calambres_por_calor	1.0	0.0
32727	agotamiento_por_calor	1.0	0.0
32728	fatiga_por_calor__transitoria	1.0	0.0
32729	edema_por_calor	1.0	0.0
32730	hipotermia	1.0	0.0
32731	otros_efectos_de_baja_temperatura	1.0	0.0
32732	sabañones	1.0	0.0
32733	efecto_de_baja_temperatura	1.0	0.0
32734	barotrauma_otico	1.0	0.0
32735	barotrauma_sinusal	1.0	0.0
32736	asfixia_por_bolsa_de_plastico	1.0	0.0
32737	asfixia_por_ahorcamiento	1.0	0.0
32738	deprivacion_de_agua	1.0	0.0
32739	agotamiento_por_exposicion	1.0	0.0
32740	agotamiento_por_esfuerzo_excesivo	1.0	0.0
32741	otros_efectos_de_deprivacion	1.0	0.0
32742	efecto_de_deprivacion	1.0	0.0
32743	abuso_sexual_de_adultos	1.0	0.0
32744	maltrato_psicologico_infantil	1.0	0.0
32745	sindrome_del_bebe_zarandeado	1.0	0.0
32746	otros_efectos_de_rayo	1.0	0.0
32747	efectos_de_vibracion	1.0	0.0
32748	otros_efectos_de_vibracion	1.0	0.0
32749	mareo_por_movimiento	1.0	0.0
32750	electrocucion	1.0	0.0
32751	edema_angioneurotico	1.0	0.0
32752	alergia_no_especificada	1.0	0.0
32753	otros_tipos_de_alergia	1.0	0.0
32754	shock_traumatico	1.0	0.0
32755	sindrome_compartimental	1.0	0.0
32756	otras_complicaciones_precoces_de_traumatismos	1.0	0.0
32757	infeccion_por__cateter_venoso_central	1.0	0.0
32758	otra_infeccion_por__cateter_venoso_central	1.0	0.0
32759	extravasacion_de_agente_vesicante	1.0	0.0
32760	ruptura_de_herida	1.0	0.0
32761	desplazamiento_de_lente_intraocular	1.0	0.0
32762	complicacion_mecanica_de_protesis_e_implante_de_la_mama	1.0	0.0
32763	contractura_capsular_de_implante_mamario	1.0	0.0
32764	otra_complicacion_mecanica_de_protesis_e_implante_de_la_mama	1.0	0.0
32765	rechazo_de_trasplante_renal	1.0	0.0
32766	fracaso_de_trasplante_renal	1.0	0.0
32767	rechazo_de_trasplante_de_higado	1.0	0.0
32768	fracaso_de_trasplante_hepatico	1.0	0.0
32769	complicaciones_de_trasplante_de_cornea	1.0	0.0
32770	rechazo_de_trasplante_de_cornea	1.0	0.0
32771	fracaso_de_trasplante_de_cornea	1.0	0.0
32772	infeccion_de_trasplante_de_cornea	1.0	0.0
32773	otras_complicaciones_de_trasplante_de_cornea	1.0	0.0
32774	neuroma_de_mu_on_de_amputacion	1.0	0.0
32775	infeccion_de_muñon_de_amputacion	1.0	0.0
32776	necrosis_de_muñon_de_amputacion	1.0	0.0
32777	otras_complicaciones_de_anestesia	1.0	0.0
32778	accidente_en_silla_de_ruedas	1.0	0.0
32779	otros_accidentes_en_silla_de_ruedas_	1.0	0.0
32780	motociclista_lesionado_en_colision_con_objeto_fijo_o_estacionado	1.0	0.0
32781	pasajero_de_coche	1.0	0.0
32782	ocupante_de_automovil_lesionado_en_accidente_de_transporte_sin_colision	1.0	0.0
32783	persona_lesionada_en_accidente_de_vehiculo	1.0	0.0
32784	otro_accidente_de_transporte_aereo	1.0	0.0
32785	otros_accidentes_de_transporte	1.0	0.0
32786	accidente_de_transporte	1.0	0.0
32787	caida_desde_mueble	1.0	0.0
32788	caida_en_las_escaleras_mecanicas	1.0	0.0
32789	caida_en_pendiente	1.0	0.0
32790	caida_por_el_suelo	1.0	0.0
32791	caida_en_piscina	1.0	0.0
32792	caida_en_cubo_de_agua	1.0	0.0
32793	caida_en_pozo	1.0	0.0
32794	caida_en_agujero	1.0	0.0
32795	caida_en_piscina_vacia	1.0	0.0
32796	caida_por_terraplen	1.0	0.0
32797	caida_en_el_mismo_nivel	1.0	0.0
32798	caida_en_el_mismo_nivel_por_pisar_un_objeto	1.0	0.0
32799	golpeado_por_pelota_de_futbol	1.0	0.0
32800	golpeado_por_otra_pelota_lanzada	1.0	0.0
32801	golpe_por_objeto_inmovil	1.0	0.0
32802	choque_contra_la_pared	1.0	0.0
32803	choque_contra_una_farola	1.0	0.0
32804	choque_contra_un_mueble	1.0	0.0
32805	golpe_contra_o_golpeado_por_otros_objetos	1.0	0.0
32806	contacto_con_otra_maquinaria	1.0	0.0
32807	disparo_accidental_de_otras_armas_de_fuego	1.0	0.0
32808	disparos_de_fuegos_artificiales	1.0	0.0
32809	explosion_de_otros_materiales	1.0	0.0
32810	explosion_de_material_explosivo	1.0	0.0
32811	explosion_de_materiales_explosivos	1.0	0.0
32812	clavo_que_entra_por_piel	1.0	0.0
32813	papel_que_entra_por_piel	1.0	0.0
32814	contacto_con_aguja_hipodermica	1.0	0.0
32815	patada_accidental	1.0	0.0
32816	mordedura_accidental	1.0	0.0
32817	ara_azo_accidental	1.0	0.0
32818	contacto_con_roedores	1.0	0.0
32819	contacto_con_raton	1.0	0.0
32820	contacto_con_rata	1.0	0.0
32821	contacto_con_perro	1.0	0.0
32822	golpeado_por_perro	1.0	0.0
32823	arañazo_de_gato	1.0	0.0
32824	golpeado_por_caballo	1.0	0.0
32825	contacto_con_vaca	1.0	0.0
32826	contacto_con_delfin	1.0	0.0
32827	golpeado_por_delfin	1.0	0.0
32828	contacto_con_tiburon	1.0	0.0
32829	contacto_con_aves_domesticas	1.0	0.0
32830	contacto_con_loro	1.0	0.0
32831	contacto_con_los_gansos	1.0	0.0
32832	otro_contacto_con_ganso	1.0	0.0
32833	mordido_por_pato	1.0	0.0
32834	contacto_con_otras_aves	1.0	0.0
32835	otro_contacto_con_otras_aves	1.0	0.0
32836	exposicion_a_temperatura_extrema	1.0	0.0
32837	exposicion_a_rayos_x	1.0	0.0
32838	exposicion_a_radiofrecuencia	1.0	0.0
32839	exposicion_al_calor_excesivo_de_origen_artificial	1.0	0.0
32840	exposicion_al_humo__fuego_y_llamas	1.0	0.0
32841	exposicion_al_humo	1.0	0.0
32842	exposicion_al_fuego	1.0	0.0
32843	exposicion_a_las_llamas	1.0	0.0
32844	contacto_con_calor	1.0	0.0
32845	contacto_con_agua_caliente	1.0	0.0
32846	contacto_con_placa	1.0	0.0
32847	exposicion_a_luz_del_sol	1.0	0.0
32848	huracan	1.0	0.0
32849	exposicion_al_radon	1.0	0.0
32850	lesiones_autoinfligidas_intencionadamente	1.0	0.0
32851	lesiones_autoinfligidas_intencionadamente_por_objeto_cortante	1.0	0.0
32852	agresion_por_escopeta	1.0	0.0
32853	agresion_con_explosivos	1.0	0.0
32854	agresion_con_objeto_cortante	1.0	0.0
32855	agresion_con_objeto_punzante	1.0	0.0
32856	agresion_con_fuerza_corporal	1.0	0.0
32857	agresion_por_mordedura_humana	1.0	0.0
32858	agresion_por_otra_fuerza_corporal	1.0	0.0
32859	agresion_por_medios_no_especificados	1.0	0.0
32860	disparo_de_escopeta	1.0	0.0
32861	disparo_de_ametralladora	1.0	0.0
32862	disparo_de_otras_armas_de_fuego_largas	1.0	0.0
32863	disparo_de_arma_de_aire_comprimido	1.0	0.0
32864	disparo_de_otra_arma_de_fuego	1.0	0.0
32865	contacto_con_otros_objetos_calientes	1.0	0.0
32866	intervencion_legal	1.0	0.0
32867	operaciones_de_guerra	1.0	0.0
32868	operaciones_militares	1.0	0.0
32869	cirugia_y_otros_procedimientos_quirurgicos	1.0	0.0
32870	cocina_en_residencia_de_ancianos	1.0	0.0
32871	garaje_de_residencia_de_ancianos	1.0	0.0
32872	piscina_de_residencia_de_ancianos	1.0	0.0
32873	cocina_en_base_militar	1.0	0.0
32874	comedor_en_base_militar	1.0	0.0
32875	cuartel_militar	1.0	0.0
32876	garaje_en_base_militar	1.0	0.0
32877	cocina_en_prision	1.0	0.0
32878	comedor_en_prision	1.0	0.0
32879	celda_de_prision	1.0	0.0
32880	patio_de_prision	1.0	0.0
32881	reformatorio	1.0	0.0
32882	escuela_primaria	1.0	0.0
32883	escuela_secundaria	1.0	0.0
32884	escuela_de_oficio_de_escuela	1.0	0.0
32885	otras_escuelas	1.0	0.0
32886	institucion_religiosa	1.0	0.0
32887	habitacion_del_paciente_en_hospital	1.0	0.0
32888	cafeteria_del_hospital	1.0	0.0
32889	edificio_administrativo_publico	1.0	0.0
32890	palacio_de_justicia	0.0	0.0
32891	biblioteca	1.0	0.0
32892	edificio_cultural	1.0	0.0
32893	galeria_de_arte	1.0	0.0
32894	recinto_musical	1.0	0.0
32895	teatro_de_opera	1.0	0.0
32896	otros_edificios_culturales_publicos	1.0	0.0
32897	pista_de_atletismo	1.0	0.0
32898	pista_de_baloncesto	1.0	0.0
32899	pista_de_squash	1.0	0.0
32900	campo_de_atletismo	1.0	0.0
32901	campo_de_balompie	1.0	0.0
32902	campo_de_futbol	1.0	0.0
32903	otro_campo_deportivo	1.0	0.0
32904	pista_de_patinaje	1.0	0.0
32905	piscina_publica	1.0	0.0
32906	calle_y_carretera	1.0	0.0
32907	carretera_urbana	1.0	0.0
32908	estacionamiento	1.0	0.0
32909	otras_carreteras_pavimentadas	1.0	0.0
32910	restaurante_o_cafeteria	1.0	0.0
32911	area_de_servicio	1.0	0.0
32912	estacion_de_autobuses	1.0	0.0
32913	carretera_de_descanso	1.0	0.0
32914	centro_de_cirugia_ambulatoria	1.0	0.0
32915	otras_areas_de_comercio	1.0	0.0
32916	area_industrial_y_de_construccion	1.0	0.0
32917	edificio_cualquiera_en_construccion	1.0	0.0
32918	granja	1.0	0.0
32919	granero	1.0	0.0
32920	finca_de_campo	1.0	0.0
32921	vehiculo_de_transporte	1.0	0.0
32922	otro_vehiculo_de_transporte	1.0	0.0
32923	bosques	0.0	0.0
32924	otra_area_silvestre	1.0	0.0
32925	otra_area_de_recreacion	1.0	0.0
32926	campo_de_entrenamiento_militar	1.0	0.0
32927	via_de_ferrocarril	1.0	0.0
32928	matadero	1.0	0.0
32929	codigo_de_actividad	1.0	0.0
32930	submarinismo	1.0	0.0
32931	esqui_acuatico	1.0	0.0
32932	patinaje_sobre_hielo	1.0	0.0
32933	hockey_sobre_hielo	1.0	0.0
32934	esqui_en_nieve	1.0	0.0
32935	esqui_alpino	1.0	0.0
32936	snowboard	1.0	0.0
32937	esqui_de_fondo	1.0	0.0
32938	salto_base	1.0	0.0
32939	puenting	1.0	0.0
32940	ala_delta	1.0	0.0
32941	montar_en_bicicleta	1.0	0.0
32942	saltar_la_cuerda	1.0	0.0
32943	futbol_americano	1.0	0.0
32944	rugby	1.0	0.0
32945	baloncesto	1.0	0.0
32946	boxeo	1.0	0.0
32947	artes_marciales	1.0	0.0
32948	ejercicios_gimnasticos	1.0	0.0
32949	entrenamiento_en_circuito	1.0	0.0
32950	carrera_de_obstaculos	1.0	0.0
32951	ejercicios_con_pesas	1.0	0.0
32952	pasar_aspiradora	1.0	0.0
32953	mudanza	1.0	0.0
32954	otras_actividades_de_higiene_personal	1.0	0.0
32955	cocinar_y_hornear	1.0	0.0
32956	jardineria_y_paisajismo	1.0	0.0
32957	edificacion_y_construccion	1.0	0.0
32958	tocar_el_piano	1.0	0.0
32959	pasear_a_un_animal	1.0	0.0
32960	ordeño_de_animal	1.0	0.0
32961	otra_actividad_especificada	1.0	0.0
32962	arbitraje_de_actividad_deportiva	1.0	0.0
32963	espectador_de_un_evento	1.0	0.0
32964	actividad_no_especificada	1.0	0.0
32965	actividad_militar	1.0	0.0
32966	actividad_voluntaria	1.0	0.0
32967	contacto_para_pruebas_de_alergias	1.0	0.0
32968	portador_genetico	1.0	0.0
32969	portador_de_hemofilia_a	1.0	0.0
32970	portador_de_fibrosis_quistica	1.0	0.0
32971	resistencia_a_penicilinas	1.0	0.0
32972	resistencia_a_antibioticos	1.0	0.0
32973	resistencia_a_vancomicina	1.0	0.0
32974	resistencia_a_multiples_antibioticos	1.0	0.0
32975	diente_retenido	1.0	0.0
32976	portador_de_enfermedad_infecciosa	1.0	0.0
32977	portador_de_estreptococo_grupo_b	1.0	0.0
32978	portador_de_hepatitis_viral	1.0	0.0
32979	portador_del_virus_de_hepatitis_b	1.0	0.0
32980	portador_del_virus_de_hepatitis_c	1.0	0.0
32981	portador_de_otra_hepatitis_viral	1.0	0.0
32982	portador_de_otras_enfermedades_infecciosas	1.0	0.0
32983	contacto_para_vacunacion	1.0	0.0
32984	estado_de_embarazo	1.0	0.0
32985	estado_de_embarazo_incidental	1.0	0.0
32986	semanas_de_gestacion	1.0	0.0
32987	menos_de_8_semanas_de_gestacion	1.0	0.0
32988	ocho_semanas_de_gestacion	1.0	0.0
32989	nueve_semanas_de_gestacion	1.0	0.0
32990	diez_semanas_de_gestacion	1.0	0.0
32991	once_semanas_de_gestacion	1.0	0.0
32992	doce_semanas_de_gestacion	1.0	0.0
32993	trece_semanas_de_gestacion	1.0	0.0
32994	catorce_semanas_de_gestacion	1.0	0.0
32995	quince_semanas_de_gestacion	1.0	0.0
32996	dieciseis_semanas_de_gestacion	1.0	0.0
32997	diecisiete_semanas_de_gestacion	1.0	0.0
32998	dieciocho_semanas_de_gestacion	1.0	0.0
32999	diecinueve_semanas_de_gestacion	1.0	0.0
33000	veinte_semanas_de_gestacion	1.0	0.0
33001	veintiuna_semanas_de_gestacion	1.0	0.0
33002	veintidos_semanas_de_gestacion	1.0	0.0
33003	veintitres_semanas_de_gestacion	1.0	0.0
33004	veinticuatro_semanas_de_gestacion	1.0	0.0
33005	veinticinco_semanas_de_gestacion	1.0	0.0
33006	veintiseis_semanas_de_gestacion	1.0	0.0
33007	veintisiete_semanas_de_gestacion	1.0	0.0
33008	veintiocho_semanas_de_gestacion	1.0	0.0
33009	veintinueve_semanas_de_gestacion	1.0	0.0
33010	treinta_semanas_de_gestacion	1.0	0.0
33011	treinta_y_una_semanas_de_gestacion	1.0	0.0
33012	treinta_y_dos_semanas_de_gestacion	1.0	0.0
33013	treinta_y_tres_semanas_de_gestacion	1.0	0.0
33014	treinta_y_cuatro_semanas_de_gestacion	1.0	0.0
33015	treinta_y_cinco_semanas_de_gestacion	1.0	0.0
33016	treinta_y_seis_semanas_de_gestacion	1.0	0.0
33017	treinta_y_siete_semanas_de_gestacion	1.0	0.0
33018	treinta_y_ocho_semanas_de_gestacion	1.0	0.0
33019	treinta_y_nueve_semanas_de_gestacion	1.0	0.0
33020	cuarenta_semanas_de_gestacion	1.0	0.0
33021	cuarenta_y_una_semanas_de_gestacion	1.0	0.0
33022	cuarenta_y_dos_semanas_de_gestacion	1.0	0.0
33023	mas_de_42_semanas_de_gestacion	1.0	0.0
33024	resultado_del_parto	1.0	0.0
33025	contacto_para_cirugia_estetica	1.0	0.0
33026	donante_de_sangre	1.0	0.0
33027	donante_de_piel	1.0	0.0
33028	donante_de_medula_osea	1.0	0.0
33029	donante_de_riñon	1.0	0.0
33030	donante_de_cornea	1.0	0.0
33031	donante_de_ovulo	1.0	0.0
33032	otros_problemas_relacionados_con_la_educacion_y_alfabetizacion	1.0	0.0
33033	cambio_de_trabajo	1.0	0.0
33034	amenaza_de_perdida_del_empleo	1.0	0.0
33035	ambiente_de_trabajo_desagradable	1.0	0.0
33036	otros_problemas_relacionados_con_el_empleo	1.0	0.0
33037	acoso_sexual_en_el_trabajo	1.0	0.0
33038	exposicion_ocupacional_al_polvo	1.0	0.0
33039	falta_de_vivienda	1.0	0.0
33040	vivienda_inadecuada	1.0	0.0
33041	pobreza_extrema	1.0	0.0
33042	ingresos_economicos_bajos	1.0	0.0
33043	dificultades_por_aculturacion	1.0	0.0
33044	exclusion_y_rechazo_social	1.0	0.0
33045	problema_relacionado_con_el_ambiente_social	1.0	0.0
33046	problemas_relacionados_con_la_crianza	1.0	0.0
33047	conflicto_entre_padres_e_hijos	1.0	0.0
33048	distanciamiento_entre_padres_e_hijos	1.0	0.0
33049	rivalidad_entre_hermanos	1.0	0.0
33050	ausencia_de_un_miembro_de_la_familia	1.0	0.0
33051	problema_relacionado_con_el_grupo_de_apoyo_primario	1.0	0.0
33052	problemas_relacionados_con_otras_circunstancias_psicosociales	1.0	0.0
33053	problemas_relacionados_con_otras_circunstancias_legales	1.0	0.0
33054	no_reanimacion_cardiopulmonar	1.0	0.0
33055	grupo_sanguineo	1.0	0.0
33056	grupo_sanguineo_a	1.0	0.0
33057	grupo_sanguineo_a__rh_positivo	1.0	0.0
33058	grupo_sanguineo_a__rh_negativo	1.0	0.0
33059	grupo_sanguineo_b	1.0	0.0
33060	grupo_sanguineo_ab	1.0	0.0
33061	grupo_sanguineo_0	1.0	0.0
33062	grupo_sanguineo_o_rh_positivo	1.0	0.0
33063	grupo_sanguineo_0_rh_negativo	1.0	0.0
33064	otro_asesoramiento_sexual	1.0	0.0
33065	asesoramiento_sexual	1.0	0.0
33066	terapia_para_tabaquismo	1.0	0.0
33067	otro_asesoramiento_especifico	1.0	0.0
33068	problemas_relacionados_con_el_estilo_de_vida	1.0	0.0
33069	falta_de_ejercicio_fisico	1.0	0.0
33070	juegos_y_apuestas	1.0	0.0
33071	otros_problemas_relacionados_con_estilo_de_vida	1.0	0.0
33072	conducta_antisocial	1.0	0.0
33073	problemas_relacionados_con_el_sueño	1.0	0.0
33074	privacion_del_sueño	1.0	0.0
33075	otros_problemas_relacionados_con_el_estilo_de_vida	1.0	0.0
33076	problema_relacionado_con_el_estilo_de_vida	1.0	0.0
33077	patron_de_conducta_tipo_a	1.0	0.0
33078	estres	1.0	0.0
33079	habilidades_sociales_inadecuadas	1.0	0.0
33080	situacion_de_confinamiento_en_cama	1.0	0.0
33081	otro_tipo_de_movilidad_reducida	1.0	0.0
33082	necesidad_de_supervision_continua	1.0	0.0
33083	otros_usuarios_de_servicios_sanitarios	1.0	0.0
33084	historia_familiar_de_epilepsia_y_otras_enfermedades_del_sistema_nervioso	1.0	0.0
33085	historia_familiar_de_diabetes_mellitus	1.0	0.0
33086	alergia_a_los_productos_lacteos	1.0	0.0
33087	alergia_al_huevo	1.0	0.0
33088	alergia_a_otros_alimentos	1.0	0.0
33089	estado_de_colostomia	1.0	0.0
33090	estado_de_trasplante_de_corazon	1.0	0.0
33091	presencia_de_marcapaso_cardiaco	1.0	0.0
33092	presencia_de_lente_intraocular	1.0	0.0
33093	presencia_de_otros_dispositivos	1.0	0.0
33094	estado_de_artrodesis	1.0	0.0
33095	estado_de_esterilizacion	1.0	0.0
33096	dependencia_a_silla_de_ruedas	1.0	0.0
33097	delito_de_falsedad_en_documento_publico	1.0	1.0
33098	delito_de_fabricacion_de_moneda_falsa	1.0	1.0
33099	delito_de_corrupcion_entre_particulares	1.0	1.0
33100	delito_homogeneo	1.0	0.0
33101	homogeneidad_delictiva	1.0	0.0
33102	iter_criminis	1.0	0.0
33103	ideacion_impune	1.0	0.0
33104	actos_preparatorios_del_delito	1.0	0.0
33105	provocacion_para_delinquir	1.0	0.0
33106	coautoria_anticipada	1.0	0.0
33107	pactum_scaeleris	1.0	0.0
33108	delito_de_tenencia_de_utiles_para_el_robo	1.0	1.0
33109	quita_por_condonacion	1.0	0.0
33110	delito_de_lesiones_graves	1.0	1.0
33111	consorciabilidad_para_el_delito	1.0	0.0
33112	condonacion_automatica	1.0	0.0
33113	delito_de_omision_pura	1.0	0.0
33114	delito_de_genocidio	1.0	1.0
33115	delito_de_trato_degradante	1.0	1.0
33116	suposicion_de_la_existencia_de_un_delito	1.0	0.0
33117	agravante_de_aumento_del_sufrimiento	1.0	0.0
33118	delito_de_negociacion_prohibida_a_funcionario_publico	1.0	1.0
33119	condonacion_parcial	1.0	0.0
33120	delito_de_inmigracion_ilegal	1.0	1.0
33121	condonacion_graciable	1.0	0.0
33122	condonacion_tacita	1.0	0.0
33123	pacto_de_condonacion	1.0	0.0
33124	condonacion_de_los_derechos	1.0	0.0
33125	procedimiento_de_condonacion_de_derechos	1.0	0.0
33126	obligacion_de_dar_cosa_determinada	1.0	0.0
33127	obligacion_de_no_hacer	1.0	0.0
33128	daño_culpable	1.0	0.0
33129	retraso_culpable	1.0	0.0
33130	quiebra_culpable	1.0	0.0
33131	causacion_culpable	1.0	0.0
33132	negligencia_culpable	1.0	0.0
33133	contrato_unilateral	1.0	0.0
33134	ius_distrahendi	1.0	0.0
33135	retencion_ilegal	1.0	0.0
33136	circunstancia_mixta_de_parentesco	1.0	0.0
33137	parentesco_en_linea_directa	1.0	0.0
33138	parentesco_quimico	1.0	0.0
33139	calendario_de_conservacion	1.0	0.0
33140	delito_relativo_a_la_proteccion_de_la_flora_y_fauna	1.0	1.0
33141	sustancias_psicotropicas	1.0	0.0
33142	calendario_de_sesiones	1.0	0.0
33143	venta_de_sustancia_psicotropica	1.0	0.0
33144	consumo_de_sustancias_psicotropicas	1.0	0.0
33145	control_de_sustancias_psicotropicas	1.0	0.0
33146	calendario_oficial_de_fiestas	1.0	0.0
33147	sustancias_estimulantes	1.0	0.0
33148	calidad_acustica	1.0	0.0
33149	ley_de_accidentes_nucleares	0.0	0.0
33150	reglamento_de_instalaciones_nucleares	0.0	0.0
33151	daño_consecuencial	1.0	0.0
33152	ley_de_baremos	0.0	0.0
33153	calidad_del_sonido	1.0	0.0
33154	calidad_de_los_datos	1.0	0.0
33155	calidad_del_paisaje	1.0	0.0
33156	auditoria_de_calidad	1.0	0.0
33157	calificacion_alternativa	1.0	0.0
33158	calificacion_ambiental	1.0	0.0
33159	incumplimiento_negligente	1.0	0.0
33160	calificacion_definitiva	1.0	0.0
33161	calificacion_de_la_obligacion_tributaria	1.0	0.0
33162	calificacion_del_contrato	1.0	0.0
33163	trafico_de_sustancias_psicotropicas	1.0	0.0
33164	calificacion_del_despido_colectivo	1.0	0.0
33165	adiccion_a_sustancias_psicotropicas	1.0	0.0
33166	incapacidad_especial	1.0	0.0
33167	dispensacion_de_sustancias_psicotropicas	1.0	0.0
33168	calificacion_de_puesto_de_trabajo	1.0	0.0
33169	camara_de_la_propiedad_urbana	1.0	0.0
33170	dispensacion_de_especialidades_farmaceuticas	1.0	0.0
33171	distribucion_de_especialidades_farmaceuticas	1.0	0.0
33172	dispensacion_de_medicamentos_de_uso_veterinario	1.0	0.0
33173	dispensacion_de_medicamentos_de_uso_hospitalario	1.0	0.0
33174	mercado_energetico	1.0	0.0
33175	aforo_de_la_cosecha	1.0	0.0
33176	medicamentos_sujetos_a_prescripcion_medica	1.0	0.0
33177	medicamentos_no_sujetos_a_prescripcion_medica	1.0	0.0
33178	prescripcion_medica	1.0	0.0
33179	tratamiento_de_homeopatia	1.0	0.0
33180	dispensacion_bajo_prescripcion_medica_restringida	1.0	0.0
33181	visado_de_inspeccion_medica	1.0	0.0
33182	dispensacion_de_medicamentos_en_el_sistema_nacional_de_la_salud	1.0	0.0
33183	dispensacion_de_metadona	1.0	0.0
33184	cambio_de_celda	1.0	0.0
33185	margenes_de_dispensacion_de_medicamentos	1.0	0.0
33186	cambio_de_hipoteca	1.0	0.0
33187	cambio_de_uso_forestal	1.0	0.0
33188	rendimiento_energetico	1.0	0.0
33189	ventajas_del_ahorro_energetico	1.0	0.0
33190	abastecimiento_energetico	1.0	0.0
33191	gasto_energetico	1.0	0.0
33192	aprovechamiento_energetico_de_residuos	1.0	0.0
33193	plan_energetico	1.0	0.0
33194	plan_energetico_nacional	1.0	0.0
33195	plan_director_sectorial_energetico	1.0	0.0
33196	desarrollo_energetico	1.0	0.0
33197	cambio_de_socios	1.0	0.0
33198	cambio_sustancial	1.0	0.0
33199	cambio_agricola	1.0	0.0
33200	cambio_de_dominio_publico	1.0	0.0
33201	camino_de_herradura	1.0	0.0
33202	camino_de_ronda	1.0	0.0
33203	camino_de_servicio	1.0	0.0
33204	camino_de_sirga	1.0	0.0
33205	camino_privado	1.0	0.0
33206	camino_real	1.0	0.0
33207	campaña_institucional	1.0	0.0
33208	campo_de_tiro	1.0	0.0
33209	campo_visual	1.0	0.0
33210	obligacion_reciproca	1.0	0.0
33211	obligacion_solidaria	1.0	0.0
33212	obligacion_hipotecaria	1.0	0.0
33213	obligacion_salarial	1.0	0.0
33214	obligaciones_con_la_seguridad_social	1.0	0.0
33215	obligacion_con_clausula_penal	1.0	0.0
33216	obligaciones_inter_partes	1.0	0.0
33217	obligacion_de_tracto_unico	1.0	0.0
33218	obligacion_paternofilial	1.0	0.0
33219	obligacion_bilateral	1.0	0.0
33220	obligacion_informativa	1.0	0.0
33221	obligacion_precontractual	1.0	0.0
33222	revision_de_los_precios_de_dispensacion	1.0	0.0
33223	obligacion_de_tracto_sucesivo	1.0	0.0
33224	precio_de_dispensacion	1.0	0.0
33225	dispensacion_de_formulas_magistrales	1.0	0.0
33226	obligacion_reparadora	1.0	0.0
33227	obligacion_de_pago_ejecutiva	1.0	0.0
33228	obligacion_arrendaticia	1.0	0.0
33229	delito_de_trata_de_seres_humanos	1.0	1.0
33230	delito_contra_los_derechos_y_deberes_familiares	1.0	1.0
33231	delito_de_inmigracion_clandestina	1.0	1.0
33232	delito_de_favorecimiento_de_la_inmigracion_clandestina	1.0	1.0
33233	orden_de_proteccion_de_las_victimas_de_violencia_domestica	1.0	0.0
33234	obligacion_in_solidum	1.0	0.0
33235	obligacion_parcial	1.0	0.0
33236	litis_contestatio	1.0	0.0
33237	delito_de_malos_tratos_psiquicos	1.0	1.0
33238	intencion_de_huida	1.0	0.0
33239	conexidad_delictiva	1.0	1.0
33240	obligacion_extracambiaria	1.0	0.0
33241	obligacion_aduanera	1.0	0.0
33242	cancelacion_de_inscripciones_y_anotaciones_en_el_registro_civil	1.0	0.0
